Site,Depth_m,Temperature,Habitat,Habitat_simplified,Aspect_descriptive,Aspect_scale,Benthic_Complexity,browser,cleaner,corallivore,cropper/grazer,detritivore,excavator,macro-invertivore,micro-invertivore,NA,pisci-invertivore,piscivore,planktivore,scraper,spongivore,omnivore,invertivore-sessile,invertivore-mobile,All_herbs
GEOR-01,36.2,25.4,outer_reef,outer_slope,moderate_slope,2,2,1,0,6,6,0,0,4,10,80,0,1,67,0,1,0,0,0,7
GEOR-01,41.2,25.4,outer_reef,outer_slope,steep_slope,3,2,0,0,0,4,0,0,0,0,115,2,2,89,0,0,0,0,0,4
GEOR-01,47.9,25.5,outer_reef,outer_slope,moderate_slope,2,2,0,0,0,0,0,0,2,2,7,3,1,33,0,0,0,0,0,0
GEOR-01,48,25.4,outer_reef,outer_slope,steep_slope,3,3.5,0,0,0,0,0,0,3,2,8,2,0,106,0,0,0,0,0,0
GEOR-01,51.4,25.4,outer_reef,outer_slope,moderate_slope,2,3,0,0,2,8,0,0,3,4,11,1,0,77,0,0,0,0,0,8
GEOR-01,57.2,25.4,outer_reef,outer_slope,flat,0,1,0,0,0,0,0,0,0,6,15,1,1,12,0,0,0,0,0,0
GEOR-01,62.3,25.4,outer_reef,outer_slope,flat,0,1,0,0,0,0,0,0,1,10,39,1,0,26,0,0,0,0,0,0
GEOR-01,67,25.4,outer_reef,outer_slope,gentle_slope,1,2,0,0,0,0,0,0,2,4,18,0,0,16,0,2,0,0,0,0
GEOR-01,71.5,25.5,outer_reef,outer_slope,gentle_slope,1,1,0,0,0,0,0,0,1,1,0,0,0,16,0,0,0,0,0,0
GEOR-01,77.2,25.4,outer_reef,outer_slope,gentle_slope,1,1,0,0,0,0,0,0,1,1,0,2,0,16,0,0,0,0,0,0
GEOR-01,80.9,25.5,outer_reef,outer_slope,moderate_slope,2,1,0,0,0,0,0,0,0,5,0,2,0,12,0,0,0,0,0,0
GEOR-01,86.8,25.3,outer_reef,outer_slope,gentle_slope,1,1,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0
GEOR-01,91,25.2,outer_reef,outer_slope,gentle_slope,1,1,0,0,0,0,0,0,0,1,1,0,0,20,0,0,0,0,0,0
GEOR-01,96.5,25.2,outer_reef,outer_slope,gentle_slope,1,1,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0
HERA-01,34.3,29.9,passage,passage,flat,0,3,0,0,2,0,0,0,3,6,9,4,1,65,0,0,6,0,0,0
HERA-01,35.3,29.8,passage,passage,flat,0,2,0,0,0,0,8,0,0,5,0,0,0,13,0,0,0,0,0,8
HERA-01,37.1,29.3,passage,passage,gentle_slope,1,3,3,0,0,14,8,0,16,1,8,6,2,52,3,0,0,0,0,28
HERA-01,37.6,29.4,passage,passage,flat,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HERA-01,40.4,29.2,passage,passage,gentle_slope,1,2,0,0,1,20,3,4,8,10,34,1,1,90,1,1,0,0,0,28
HERA-01,40.5,29.1,passage,passage,gentle_slope,1,2,1,0,2,10,8,0,33,11,40,12,1,148,8,0,0,0,0,27
HERA-01,41.7,29.1,passage,passage,gentle_slope,1,2,2,0,0,18,4,0,97,9,12,1,0,34,0,0,0,0,0,24
HERA-01,43.5,29.2,passage,passage,gentle_slope,1,2,0,0,2,8,1,0,3,6,6,15,0,40,0,0,0,0,0,9
HERA-01,43.8,29,passage,passage,gentle_slope,1,2,0,0,2,9,1,0,8,6,6,0,0,26,1,0,0,0,0,11
HERM-01,10.2,25.4,lagoon,lagoon,moderate_slope,2,0,1,0,0,2,0,5,7,1,9,0,0,0,2,0,5,0,0,10
HERM-01,13.5,25.3,lagoon,lagoon,moderate_slope,2.5,0,1,0,1,4,2,0,0,2,8,3,0,4,6,1,0,0,0,13
HERM-01,14.1,25.4,lagoon,lagoon,moderate_slope,2,0,0,0,0,1,0,2,3,5,9,0,0,7,2,0,3,0,0,5
HERM-01,15.2,25.4,lagoon,lagoon,moderate_slope,2,0,0,0,1,3,1,0,1,4,17,0,0,2,6,3,0,0,0,10
HERM-01,21.1,25.4,lagoon,lagoon,flat,0,1,0,0,0,4,0,0,2,2,8,1,0,0,0,0,0,0,0,4
HERM-01,22,25.4,lagoon,lagoon,flat,0,1,0,0,0,4,0,0,7,0,13,2,0,7,1,0,4,0,0,5
HERM-01,23.7,25.4,lagoon,lagoon,gentle_slope,1,0,0,0,0,4,0,0,1,2,2,0,0,0,0,0,0,0,0,4
HERM-01,30.1,25.4,lagoon,lagoon,flat,0,3,1,0,1,6,1,0,4,3,13,1,0,0,1,0,0,0,0,9
HERM-01,30.3,25.4,lagoon,lagoon,flat,0,3,1,0,0,15,7,0,2,4,7,2,0,0,1,2,0,0,0,24
HERM-01,31,25.4,lagoon,lagoon,flat,0,2,2,0,1,8,4,0,3,5,25,2,1,0,2,3,1,0,0,16
HERM-01,33.2,25.4,lagoon,lagoon,flat,0,1,0,0,0,1,0,0,2,5,18,0,0,1,0,0,4,0,0,1
HERM-01,38.7,25.6,lagoon,lagoon,flat,0,2,0,0,0,0,1,0,2,0,5,1,0,1,0,0,0,0,0,1
HERM-01,40.2,25.5,lagoon,lagoon,flat,0,2,1,0,0,0,0,0,3,2,19,3,0,2,1,2,0,0,0,2
HERM-01,41.2,25.5,lagoon,lagoon,flat,0,2,0,0,0,6,0,0,1,1,6,3,0,0,0,0,0,0,0,6
HERM-01,42.5,25.5,lagoon,lagoon,flat,0,2,0,0,0,3,0,0,4,0,10,2,1,5,3,1,0,0,0,6
HERM-01,46.2,28.8,lagoon,lagoon,flat,0,1,0,0,1,10,2,0,4,2,0,0,1,13,6,0,0,0,0,18
HERM-01,46.4,28.8,lagoon,lagoon,flat,0,1,0,0,0,5,0,0,6,3,0,0,1,5,0,0,0,0,0,5
HERM-01,46.6,28.8,lagoon,lagoon,flat,0,1,0,0,0,11,0,0,2,2,0,0,0,5,1,0,0,0,0,12
HERM-01,46.8,25.6,lagoon,lagoon,flat,0,1,0,0,0,2,0,0,0,3,9,5,0,0,4,0,0,0,0,6
HERM-01,47.1,28.8,lagoon,lagoon,flat,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2
HERM-01,47.7,28.8,lagoon,lagoon,flat,0,1,0,0,0,4,1,0,6,0,8,1,1,0,0,0,0,0,0,5
HERM-01,47.9,28.8,lagoon,lagoon,flat,0,1,0,0,0,2,0,0,5,4,3007,2,1,13,6,0,0,0,0,8
HERM-01,48.1,25.7,lagoon,lagoon,flat,0,1,0,0,0,0,4,0,2,1,6,0,0,1,1,0,0,0,0,5
HERM-01,48.9,28,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,2,0,12,1,0,6,0,0,0,0,0,0
HERM-01,49.4,25.9,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HOLM-01,34.7,28.7,outer_reef,outer_slope,gentle_slope,1,1,0,0,0,3,1,0,0,3,0,0,0,22,0,0,12,0,0,4
HOLM-01,36,28.7,outer_reef,outer_slope,moderate_slope,2,2,0,0,0,9,7,0,3,11,2,3,0,146,0,0,8,0,0,16
HOLM-01,36.8,28.6,outer_reef,outer_slope,moderate_slope,2,2,0,0,0,4,1,2,0,1,0,0,0,42,1,0,5,0,0,8
HOLM-01,42.5,28,outer_reef,outer_slope,moderate_slope,2,4,0,0,0,5,2,0,0,0,0,2,0,236,0,0,0,0,0,7
HOLM-01,43,28,outer_reef,outer_slope,moderate_slope,2,3,0,0,0,2,0,0,0,1,0,0,0,56,0,0,0,0,0,2
HOLM-01,46.4,27.7,outer_reef,outer_slope,moderate_slope,2,3,0,0,0,13,0,0,2,2,0,1,0,59,0,0,6,0,0,13
HOLM-01,51,27.9,outer_reef,outer_slope,steep_slope,3,3,0,0,0,9,1,1,1,4,3,0,0,138,0,0,0,0,0,11
HOLM-01,52.4,27.8,outer_reef,outer_slope,steep_slope,3,3,0,0,0,2,0,0,1,4,0,1,0,123,0,0,0,0,0,2
HOLM-01,55,27.8,outer_reef,outer_slope,steep_slope,3,3.5,0,0,0,2,0,0,0,0,0,0,0,108,0,0,0,0,0,2
HOLM-01,55,27.9,outer_reef,outer_slope,steep_slope,3,3,0,0,0,3,0,0,0,1,0,1,0,56,0,0,2,0,0,3
HOLM-02,28,29.4,outer_reef,outer_slope,gentle_slope,1,2,0,0,0,8,10,0,1,11,1,3,1,5,3,0,6,0,0,21
HOLM-02,31.2,29.2,outer_reef,outer_slope,gentle_slope,1,2,0,0,1,3,1,0,1,4,1,1,2,6,2,0,0,0,0,6
HOLM-02,35,28.4,outer_reef,outer_slope,gentle_slope,1,2,1,0,1,11,5,0,5,5,11,2,0,52,1,0,0,0,0,18
HOLM-02,37,28,outer_reef,outer_slope,gentle_slope,1,2,0,0,0,10,2,0,1,5,1,0,0,53,1,0,0,0,0,13
HOLM-02,45,27,outer_reef,outer_slope,wall,4,4,0,0,0,2,0,0,1,4,0,4,0,37,0,2,0,0,0,2
HOLM-02,46.6,26.9,outer_reef,outer_slope,wall,4,4,0,0,0,0,0,0,2,1,3,1,0,50,0,0,0,0,0,0
HOLM-02,54.5,26.8,outer_reef,outer_slope,steep_slope,3,4,0,0,0,3,0,0,5,4,1,1,0,70,0,0,0,0,0,3
HOLM-02,56.6,26.7,outer_reef,outer_slope,steep_slope,3,3,0,0,0,3,0,0,1,5,0,2,0,8,0,0,0,0,0,3
HOLM-02,62.7,27.1,outer_reef,outer_slope,steep_slope,3,3,0,0,0,2,0,0,1,2,2,1,0,23,0,0,0,0,0,2
HOLM-02,63.1,26.4,outer_reef,outer_slope,steep_slope,3,3,0,0,0,0,0,0,0,0,1,2,0,36,0,0,0,0,0,0
HOLM-02,63.2,26.5,outer_reef,outer_slope,steep_slope,3,4,2,0,0,4,0,0,2,3,0,0,0,64,0,1,0,0,0,6
HOLM-02,63.7,26.3,outer_reef,outer_slope,steep_slope,3,3,0,0,0,6,0,0,2,4,6,0,0,13,0,1,0,0,0,6
HOLM-02,64.2,26.6,outer_reef,outer_slope,steep_slope,3,4,0,0,1,0,0,0,1,4,0,2,0,59,0,1,0,0,0,0
HOLM-03,2.3,27.4,outer_reef,outer_slope,gentle_slope,1,4,1,0,0,4,47,5,5,3,0,5,0,0,1,0,0,0,0,58
HOLM-03,9.6,27.3,outer_reef,outer_slope,gentle_slope,1,4,3,0,0,1,7,5,2,3,0,0,0,57,1,0,0,0,0,17
HOLM-03,12.6,27.3,outer_reef,outer_slope,gentle_slope,1,4,1,0,0,6,6,1,0,4,0,1,0,49,1,0,0,0,0,15
HOLM-03,18.2,27.4,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,3,4,0,2,1,0,1,0,30,5,0,0,0,0,12
HOLM-03,22.4,27.4,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,4,1,0,1,3,0,0,0,35,0,0,0,0,0,5
HOLM-03,27.3,27.4,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,2,1,3,2,1,0,0,0,47,0,0,0,0,0,6
HOLM-03,32.2,27.4,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,1,0,0,2,0,0,5,0,29,0,0,0,0,0,1
HOLM-03,37.1,27.4,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,0,0,0,0,3,0,0,0,58,0,0,0,0,0,0
HOLM-03,41.6,27.4,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,1,0,0,3,2,0,0,0,51,0,0,0,0,0,1
HOLM-03,46.8,27.4,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,0,0,0,0,4,0,0,0,12,1,0,0,0,0,1
HOLM-03,51.5,25.5,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
HOLM-03,52.1,27.5,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
HOLM-03,57.1,25.5,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,1,0,0,1,0,0,0,0,11,0,1,0,0,0,1
HOLM-03,61.6,25.5,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,1,0,0,0,3,1,0,0,29,0,1,0,0,0,1
HOLM-03,68.2,25.5,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0
HOLM-03,71.7,25.5,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
HOLM-03,77.4,25.4,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,0,0,0,0,4,0,0,0,22,0,0,0,0,0,0
HOLM-03,82.2,25.2,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
HOLM-03,87.6,25.4,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0
HOLM-03,91.4,25.5,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HOLM-03,98.7,25.7,outer_reef,outer_slope,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HOLM-04,3,27.6,outer_slope,outer_slope,gentle_slope,1,1,0,0,0,1,3,2,1,2,1,0,0,0,0,0,0,0,0,6
HOLM-04,7,27.4,outer_slope,outer_slope,moderate_slope,2,1,0,0,0,0,2,0,0,2,2,2,0,7,0,0,0,0,0,2
HOLM-04,12,27.4,outer_slope,outer_slope,moderate_slope,2,1,1,0,0,2,2,0,4,4,2,5,0,7,2,0,0,0,0,7
HOLM-04,17,27.4,outer_slope,outer_slope,gentle_slope,1,1,0,0,0,13,6,2,1,6,1,4,0,28,2,0,2,0,0,23
HOLM-04,22,27.5,outer_slope,outer_slope,gentle_slope,1,1,0,0,1,5,7,2,2,6,1,3,0,10,1,0,22,0,0,15
HOLM-04,28,27.5,outer_slope,outer_slope,gentle_slope,1,1,0,0,1,2,3,0,6,5,0,1,0,12,0,0,5,0,0,5
HOLM-04,32,27.5,outer_slope,outer_slope,gentle_slope,1,1,0,0,2,6,3,2,10,3,2,0,0,33,1,0,11,0,0,12
HOLM-04,37,27.5,outer_slope,outer_slope,gentle_slope,1,1,0,0,0,6,0,0,2,1,0,0,0,43,2,0,0,0,0,8
HOLM-04,41,27.5,outer_slope,outer_slope,gentle_slope,1,1,0,0,2,3,0,0,3,0,0,0,0,33,0,1,3,0,0,3
HOLM-04,47,27.1,outer_slope,outer_slope,gentle_slope,1,1,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0
HOLM-04,54,27.2,outer_slope,outer_slope,flat,0,1,0,0,1,0,0,0,0,2,0,3,0,13,0,1,0,0,0,0
HOLM-04,56,26.2,outer_slope,outer_slope,moderate_slope,2,1,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0
HOLM-04,63,26.2,outer_slope,outer_slope,steep_slope,3,1,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0
HOLM-04,65,26.2,outer_slope,outer_slope,wall,4,1,0,0,0,0,0,0,1,1,0,4,0,18,0,0,0,0,0,0
HOLM-04,71,26.3,outer_slope,outer_slope,wall,4,1,0,0,0,1,0,0,1,0,0,0,0,23,0,0,0,0,0,1
HOLM-04,75,26,outer_slope,outer_slope,wall,4,1,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0
HOLM-04,81,26.1,outer_slope,outer_slope,wall,4,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0
HOLM-04,85,26,outer_slope,outer_slope,wall,4,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
HOLM-04,91,25.8,outer_slope,outer_slope,wall,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
HOLM-04,95,25.9,outer_slope,outer_slope,wall,4,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0
HSUP-01,9.6,28.8,outer_reef,outer_slope,steep_slope,3,2,1,0,1,2,6,2,2,8,11,2,0,134,20,1,0,0,0,31
HSUP-01,13.7,28.8,outer_reef,outer_slope,steep_slope,3,2,5,0,0,14,9,5,1,6,11,6,0,174,4,0,0,0,0,37
HSUP-01,18.6,28.8,outer_reef,outer_slope,moderate_slope,2,3,3,0,1,6,12,1,2,2,1,7,0,189,2,0,2,0,0,24
HSUP-01,28.4,27.5,outer_reef,outer_slope,gentle_slope,1,4,2,0,2,20,21,1,5,12,7,7,0,123,1,0,0,0,0,45
HSUP-01,39.6,27.5,outer_reef,outer_slope,steep_slope,3,4,0,0,2,16,5,0,1,9,9,5,0,233,0,0,24,0,0,21
HSUP-01,47.6,27.5,outer_reef,outer_slope,steep_slope,3,4,0,0,0,6,3,0,0,5,10,1,1,158,0,0,0,0,0,9
HSUP-01,55.5,27.4,outer_reef,outer_slope,steep_slope,3,5,0,0,0,3,1,0,2,10,0,4,1,177,0,0,0,0,0,4
HSUP-01,61.3,27.4,outer_reef,outer_slope,steep_slope,3,4,0,0,1,2,0,0,0,12,10,2,0,218,0,0,0,0,0,2
JULI-01,28,25.3,outer_slope,outer_slope,gentle_slope,1,3,0,0,2,0,5,0,3,3,4,1,1,22,0,0,5,0,0,5
JULI-01,34.9,25.5,outer_reef,outer_slope,gentle_slope,1,3,0,0,1,14,6,1,1,3,4,4,0,17,1,1,6,0,0,22
JULI-01,49.3,25.4,outer_reef,outer_slope,gentle_slope,1,1,0,0,0,0,0,0,0,0,80,1,0,7,0,0,0,0,0,0
JULI-01,59,25.4,outer_reef,outer_slope,gentle_slope,1,2,0,0,0,0,0,0,2,3,124,0,0,2,0,0,0,0,0,0
JULI-01,68,25.6,outer_reef,outer_slope,flat,0,3,0,0,0,4,0,0,1,6,2,2,0,53,0,0,0,0,0,4
JULI-01,70,25.5,outer_reef,outer_slope,gentle_slope,1,1,0,0,0,0,0,0,0,5,150,1,2,17,0,0,0,0,0,0
JULI-01,80,25.5,outer_reef,outer_slope,moderate_slope,2,4,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0
JULI-01,98,25.5,outer_reef,outer_slope,steep_slope,3,4,0,0,0,1,0,0,2,0,0,1,0,12,0,0,0,0,0,1
JULI-02,35.4,25.5,outer_reef,outer_slope,moderate_slope,2,3,0,0,1,4,4,0,2,1,7,0,0,39,1,1,0,0,0,9
JULI-02,47.6,25.8,outer_reef,outer_slope,gentle_slope,1,1.5,2,0,5,11,3,0,1,11,6,2,0,105,0,0,0,0,0,16
JULI-02,55.6,25.5,outer_reef,outer_slope,gentle_slope,1,1,0,0,0,0,0,0,0,2,12,1,0,0,0,0,0,0,0,0
JULI-02,59.1,25.5,outer_reef,outer_slope,gentle_slope,1,1.5,0,0,1,0,0,0,0,30,2,0,0,43,2,2,0,0,0,2
JULI-02,67.1,25.6,outer_reef,outer_slope,moderate_slope,2,3,0,0,1,4,0,1,0,3,103,1,0,37,3,2,0,0,0,8
JULI-02,77,25.4,outer_reef,outer_slope,moderate_slope,2,3.5,0,0,1,2,3,0,1,7,1,2,0,32,0,1,0,0,0,5
JULI-02,86.4,25.4,outer_reef,outer_slope,moderate_slope,2,3,0,0,0,0,0,0,0,1,4,0,0,43,1,1,0,0,0,1
JULI-02,94.2,25.4,outer_reef,outer_slope,moderate_slope,2,3,0,0,1,0,0,0,1,6,45,0,0,31,1,0,0,0,0,1
JULI-02,98,25,outer_reef,outer_slope,moderate_slope,2,3,0,0,0,0,0,0,0,6,13,1,0,0,0,0,0,0,0,0
KENN-01,31.1,26.5,outer_reef,outer_slope,steep_slope,3,4,0,0,0,4,3,1,1,6,1,1,0,90,2,0,0,0,0,10
KENN-01,31.4,26.4,outer_reef,outer_slope,gentle_slope,1,3,3,0,0,29,5,1,1,5,9,2,0,125,4,0,0,0,0,42
KENN-01,32.3,26.4,outer_reef,outer_slope,gentle_slope,1,3,0,0,0,8,0,0,1,5,0,1,2,277,0,0,2,0,0,8
KENN-01,40.8,26.3,outer_reef,outer_slope,steep_slope,3,4,1,0,2,5,4,0,6,1,0,2,0,84,2,0,0,0,0,12
KENN-02,20,27,lagoon,lagoon,gentle_slope,1,0,3,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,3
LORN-01,4,26.1,outer_slope,outer_slope,flat,0,1,0,0,0,4,3,0,0,1,1,0,0,10,0,0,0,0,0,7
LORN-01,9,26.2,outer_slope,outer_slope,flat,0,1,1,0,0,3,1,1,0,0,1,0,1,19,1,0,0,0,0,7
LORN-01,27,26.2,outer_slope,outer_slope,flat,0,2,0,0,0,7,2,0,6,2,1,0,0,81,0,0,1,0,0,9
LORN-01,30.8,28.3,outer_slope,outer_slope,flat,0,2,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0
LORN-01,31.2,28.3,outer_slope,outer_slope,flat,0,1,0,0,0,0,0,0,4,4,10,0,0,8,0,0,4,0,0,0
LORN-01,31.7,28,outer_slope,outer_slope,flat,0,2,0,0,1,1,0,0,3,4,0,0,0,2,0,0,0,0,0,1
LORN-01,32.5,28,outer_slope,outer_slope,flat,0,2,0,0,0,4,2,0,5,9,4,3,0,24,1,0,0,0,0,7
LORN-01,33,28.3,outer_slope,outer_slope,flat,0,2,0,0,2,0,0,0,0,6,13,1,0,6,0,0,0,0,0,0
LORN-01,34,26.2,outer_slope,outer_slope,flat,0,2,0,0,0,10,0,0,2,1,4,1,0,33,0,0,0,0,0,10
LORN-01,36.5,27.6,outer_slope,outer_slope,flat,0,3,0,0,0,3,0,0,0,0,6,0,0,33,0,0,11,0,0,3
LORN-01,40,27.4,outer_slope,outer_slope,gentle_slope,1,3,2,0,2,10,4,0,3,18,48,6,0,313,0,0,37,0,0,16
LORN-01,44.8,27.7,outer_slope,outer_slope,gentle_slope,1,2,0,0,4,9,2,0,4,6,0,1,0,32,0,0,0,0,0,11
LORN-01,45.1,27.7,outer_slope,outer_slope,flat,0,2,0,0,0,6,9,0,1,2,20,0,0,60,2,0,0,0,0,17
LORN-01,46,26.2,outer_slope,outer_slope,steep_slope,3,1,0,0,0,1,0,0,1,2,2,2,0,11,0,0,0,0,0,1
LORN-01,50.1,25.3,outer_slope,outer_slope,steep_slope,3,1,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0
LORN-01,50.1,25.7,outer_slope,outer_slope,steep_slope,3,3,0,0,2,0,0,0,1,2,18,5,0,60,0,1,0,0,0,0
LORN-01,52,26.3,outer_slope,outer_slope,steep_slope,3,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0
LORN-01,55.2,28,outer_slope,outer_slope,steep_slope,3,3,0,0,3,0,2,0,2,4,1,0,0,89,1,0,0,0,0,3
LORN-01,55.6,27.9,outer_slope,outer_slope,steep_slope,3,4,0,0,0,1,0,0,0,4,26,0,0,42,1,0,0,0,0,2
LORN-01,64,25.9,outer_slope,outer_slope,steep_slope,3,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
LORN-01,74,25.8,outer_slope,outer_slope,wall,4,1,0,0,0,0,0,0,0,2,0,0,0,31,0,0,0,0,0,0
LORN-01,81,25.8,outer_slope,outer_slope,wall,4,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0
LORN-01,86,25.7,outer_slope,outer_slope,wall,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LORN-02,7,25.7,lagoon,lagoon,flat,0,3,1,0,2,4,3,1,0,3,2,1,0,10,2,0,0,0,0,11
LORN-02,15,25.7,lagoon,lagoon,flat,0,1,33,0,0,7,3,0,1,1,0,1,2,7,2,0,2,0,0,45
LORN-02,25,25.8,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARG-01,9,25.8,outer_reef,outer_slope,gentle_slope,1,4,0,0,2,7,7,5,5,1,0,0,0,61,5,0,0,0,0,24
MARG-01,17.3,25.8,outer_reef,outer_slope,gentle_slope,1,4,0,0,2,4,0,0,0,0,0,0,0,54,0,0,0,0,0,4
MARG-01,25.2,26,outer_reef,outer_slope,moderate_slope,2,1,1,0,2,17,0,0,5,5,0,0,1,19,4,0,0,0,0,22
MARG-01,34.2,25.8,outer_reef,outer_slope,moderate_slope,2,0,0,0,0,0,5,0,2,3,0,5,2,10,0,0,5,0,0,5
MARG-01,43.6,25.5,outer_reef,outer_slope,moderate_slope,2,0,1,0,0,4,4,0,0,0,0,0,0,12,0,0,0,0,0,9
MARG-01,53.3,25.6,outer_reef,outer_slope,steep_slope,3,1,0,0,1,2,0,0,3,5,0,1,2,87,1,3,0,0,0,3
MARG-01,62,25.5,outer_reef,outer_slope,gentle_slope,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
MARG-01,72.2,25.6,outer_reef,outer_slope,moderate_slope,2,2,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
MARG-01,91,25.7,outer_reef,outer_slope,steep_slope,3,4,0,0,0,0,0,0,1,0,0,2,0,42,0,0,0,0,0,0
MARG-01,91.9,25.6,outer_reef,outer_slope,steep_slope,3,4,0,0,0,0,0,0,1,0,0,1,0,54,0,0,0,0,0,0
MARG-02,6.4,25.4,lagoon,lagoon,moderate_slope,2,1,2,0,2,37,1,0,2,5,0,1,0,24,1,0,0,0,0,41
MARG-02,7.7,25.4,lagoon,lagoon,moderate_slope,2,1,2,0,1,56,6,0,0,3,0,4,3,1,0,0,0,0,0,64
MARG-02,13.8,25.4,lagoon,lagoon,moderate_slope,2,0,0,0,2,38,0,0,7,4,0,1,0,19,0,0,0,0,0,38
MARG-02,24.3,25.4,lagoon,lagoon,gentle_slope,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MARG-02,34.5,25.5,lagoon,lagoon,moderate_slope,2,0,0,0,0,16,0,0,1,2,0,1,0,23,0,0,0,0,0,16
MARG-02,34.9,25.4,lagoon,lagoon,moderate_slope,2,0,1,0,1,0,0,0,18,2,0,0,0,43,0,3,6,0,0,1
MARG-02,42.2,25.5,lagoon,lagoon,moderate_slope,2,0,0,0,0,4,0,0,1,2,0,4,0,11,0,1,0,0,0,4
MARG-02,43.8,25.5,lagoon,lagoon,gentle_slope,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
MARI-01,33.9,27.5,lagoon,lagoon,flat,0,2,0,0,0,1,7,0,4,1,0,1,3,0,1,0,0,0,0,9
MARI-01,34.7,27.3,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MARI-01,34.9,27.2,lagoon,lagoon,flat,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARI-01,34.9,27.3,lagoon,lagoon,flat,0,1,0,0,0,0,0,0,0,0,0,1,0,403,0,0,0,0,0,0
MARI-01,35,27.3,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MARI-01,35,27.3,lagoon,lagoon,flat,0,1,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,6
MARI-01,35.1,27.3,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
MARI-02,18,28.1,lagoon,lagoon,flat,0,0,0,0,9,3,2,5,4,4,0,0,0,5,0,0,0,0,0,10
MARI-02,38,28,lagoon,lagoon,flat,0,1,0,0,2,11,0,0,0,5,0,1,0,2,0,0,0,0,0,11
MARI-02,41,28,lagoon,lagoon,flat,0,1,0,0,0,5,1,0,2,12,1,3,0,87,0,1,1,0,0,6
